name1,name2,street1,street2,city,state,zip,zip4,county,phone,intake_prompt,intake1,intake2,website,latitude,longitude,type_facility,mh,psy,rtcc,rtca,ores,ph,omh,cmhc,msmh,ipt,cft,gt,cbt,dbt,idd,at,ect,tele,smon,smpd,smop,hi,res,phdt,op,vamc,tbg,ih,sf,md,mc,si,pi,mi,smha,swfs,scjj,sef,osf,clf,csbg,cmhg,vaf,cit,wi,ss,pa,ah,sp,co,gl,vet,adm,mf,cj,se,hv,trma,sed,smi,alz,ptsd,tbi,tay,ped,act,icm,cm,cdm,peer,coot,dec,es,fpsy,hs,imr,ipc,lad,nrt,nsc,prs,stu,sps,semp,sh,tpc,tcc,vrs,chld,yad,adlt,snr,itu,pvtp,pvtn,fqhc,sumh,cbhc,chlor,drope,fluph,halop,loxap,perph,pimoz,proch,thiot,thior,trifl,aripi,asena,brexp,carip,cloza,ilope,luras,olanz,olanzf,palip,queti,rispe,zipra,crt,emdr,kit,tms,peon,peoff,fg,pcf,dv,pefp,hivt,stdt,tbs,aot,msnh,ipsy,shp,vahc,antpych,aim,fed,mhc,hbt,hct,labt,vapn,vapp,vppd,nx,fx,f17,f19,f25,f28,f30,f31,f35,f36,f37,f4,f42,f43,f47,f66,f67,f70,f81,f92,n24,n40
Canopy Childrens Solutions,CARES Ctr PRTF and School,402 Wesley Avenue,,Jackson,MS,39202,,Hinds,601-352-7784,Intake,601-709-1364,,http://www.mchscares.org,32.3225587,-90.1842503,MH,1,,1.0,,,,,,,1.0,1.0,1.0,1.0,1.0,,1.0,,,1.0,,,,1,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,1.0,,1.0,1.0,,,,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1,,,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,,,,,,1.0,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,1.0,1.0,1.0,,,,,,1.0,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
Recovery House,,770 Golding Road,,Columbus,MS,39702,,Lowndes,662-329-4333,,,,http://www.recoveryhouse.com,33.4187517,-88.3224428,MH,1,,,1.0,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,,1,,1.0,,,,1.0,,,,,,1.0,,,,,,,,,1.0,,,,,,1.0,,,,,,,,1.0,,1.0,,1.0,,,1,,,1.0,,1.0,1.0,,,1.0,1.0,,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,,,1.0,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,1.0,,1.0,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
Pines and Cady Hill,Recovery Center,1011 Main Street,,Columbus,MS,39701,,Lowndes,662-327-7916,,,,http://www.pachrecovery.org/,33.4964375,-88.4215236,MH,1,,,1.0,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,,1,,1.0,,,,1.0,,,,,,1.0,,,,,,,,,1.0,,,,,,1.0,,,,,,,,1.0,,1.0,,1.0,,,1,,,1.0,,1.0,1.0,,,1.0,1.0,,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,,,1.0,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,1.0,,1.0,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
Angelus House,,158 Flanders Road,,Bethlehem,CT,6751,,Litchfield,203-266-8080,Intake,203-266-8002,,http://Wellspring.org,41.6199611,-73.212898,MH,1,,,1.0,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,,1,,,,,,1.0,,,,,,1.0,,,,1.0,,1.0,1.0,,1.0,,,,,,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,,1.0,,1.0,1.0,,1,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,,,,1.0,,,1.0,1.0,,1.0,,1.0,1.0,1.0,,1.0,,1.0,1.0,,1.0,,,,,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,1.0,,,,1.0,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
VA Connecticut Healthcare System,Chief MHSL,950 Campbell Avenue,"Building 1, Floor 9, Room 9-115 (116A)",West Haven,CT,6516,,New Haven,203-932-5711 x2463,Intake,203-516-8013,,http://www.CONNECTICUT.VA.GOV,41.2844004,-72.9576103,MH,1,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1,1.0,1.0,1.0,,,1.0,,,,1.0,1.0,,,,,,,,,1.0,1.0,1.0,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,,,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
Institute for Living,Hartford Hospital,200 Retreat Avenue,,Hartford,CT,6106,,Hartford,860-545-7001,Intakes,860-545-7200,800-673-2411,http://www.Harthosp.org/InstituteofLiving,41.7519925,-72.6810735,MH,1,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,,,1.0,1.0,1.0,,,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,,1.0,,1.0,1.0,1.0,1.0,,,,1.0,,1.0,,,,1.0,,,1.0,1.0,,1.0,1.0,,,,1.0,1.0,1.0,,1.0,,,1.0,,,,,,1.0,,,1.0,1.0,,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,
Center for Discovery,Fairfield,4536 Congress Street,,Fairfield,CT,6824,,Fairfield,202-902-9643,,,,http://centerfordiscovery.com/locations/fairfield/,41.1951276,-73.3025878,MH,1,,,1.0,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1,,,,,,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,,,,,,,1.0,,,,1.0,,,1,,,1.0,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,1.0,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
Laureate Psychiatric Clinic and Hosp,,6655 South Yale Avenue,,Tulsa,OK,74136,3326.0,Tulsa,918-481-4000,,,,http://www.saintfrancis.com/laureate-psychiatric-clinic,36.0663209,-95.9172193,MH,1,1.0,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,1.0,1,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,,,,,,,,,,1.0,1.0,,,,,1.0,,,,,,1.0,,,,1.0,1.0,,,,1,,,,,,1.0,1.0,,1.0,,,,,1.0,1.0,,1.0,1.0,,,,1.0,,1.0,1.0,1.0,1.0,,,1.0,,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
Calm Center,,6126 East 32nd Place,,Tulsa,OK,74135,,Tulsa,918-394-2256,,,,http://www.crsok.org,36.115902,-95.90668,MH,1,,1.0,,,,,,,1.0,1.0,1.0,1.0,,1.0,1.0,,,1.0,,,,1,,,,,,1.0,1.0,,1.0,1.0,,1.0,1.0,,,,,1.0,1.0,,1.0,,,1.0,1.0,1.0,1.0,1.0,,,,1.0,,1.0,1.0,1.0,,,1.0,,,1,,,1.0,,,,1.0,1.0,1.0,,,,,,,1.0,,1.0,,,,,,1.0,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,
White Horse Ranch,,40803 South County Road 213,,Mooreland,OK,73852,,Woodward,580-994-5649,Intake,580-851-0114,,http://www.whitehorseranch.org,36.4392031,-99.2048249,MH,1,,,,,,,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,,,,1,1.0,1.0,,,,1.0,,,,1.0,,,,,,,,,,,1.0,,1.0,1.0,,,1.0,1.0,,,1.0,1.0,,1.0,1.0,1.0,,,1.0,1.0,,1,,,1.0,,,1.0,,1.0,1.0,,,,,1.0,1.0,1.0,1.0,1.0,,,,1.0,,1.0,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,1.0,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
Dakota Boys and Girls Ranch,,6301 19th Avenue NW,,Minot,ND,58702,,Ward,701-852-3628,,,,http://www.dakotaranch.org,48.254869,-101.38096,MH,1,,1.0,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,,,1,,,,,,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,,,,,,1.0,1.0,,,,1.0,,,1.0,1.0,,,1.0,,,1,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,1.0,,,,1.0,1.0,1.0,,,,1.0,,1.0,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
Detox Center of Colorado,,288 Clayton Street,Suite 202,Denver,CO,80206,,Denver,303-952-5035,,,,http://www.detoxcentercolorado.com/,39.7207208,-104.9555236,MH,1,,,1.0,,,,,,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,,,1,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1,1.0,,1.0,,,,,,1.0,1.0,,,,,,,1.0,1.0,,,,,,,1.0,1.0,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
Denver Childrens Home,,1501 Albion Street,,Denver,CO,80220,,Denver,303-399-4890,Intake,303-399-4890 x238,,http://www.denverchildrenshome.org,39.7406494,-104.939407,MH,1,,1.0,,,,,,,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,,,,1,1.0,1.0,,,,1.0,1.0,,1.0,,,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,,1.0,,,1.0,1.0,,,1.0,1.0,,,1.0,1.0,,1,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
Milbridge Residence of,Sunrise Opportunities,4 Harbor Lane,,Milbridge,ME,4658,,Washington,207-255-8596,Intake,207-255-6789,,http://sun-rise.tv,44.5357505,-67.880697,MH,1,,,1.0,,,,,,1.0,,,1.0,1.0,1.0,1.0,,1.0,,,,,1,,,,,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,1.0,1.0,,,,,1.0,,1.0,,1.0,1.0,1.0,1.0,,1,,,,,1.0,,1.0,,1.0,,1.0,1.0,,1.0,1.0,1.0,,,1.0,,,1.0,,,1.0,1.0,1.0,1.0,,1.0,,1.0,,1.0,,,1.0,,,,,1.0,,,,,,,1.0,,,1.0,,,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
Shalom House Inc,Park Street,130 Park Street,,Portland,ME,4102,,Cumberland,207-874-1088,Intake,207-874-1080,,http://www.shalomhouseinc.org,43.6598,-70.3075,MH,1,,,1.0,,,,,,,,1.0,,,,1.0,,1.0,,,,,1,,,,,,1.0,1.0,,,,,1.0,,,,1.0,1.0,1.0,1.0,,,,,,,,1.0,1.0,1.0,,,1.0,1.0,,1.0,,1.0,,1.0,,,1,,,,1.0,,,1.0,1.0,,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,1.0,,,1.0,,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,1.0,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
Veritas Collaborative,Child and Adolescent Hospital,4024 Stirrup Creek Drive,,Durham,NC,27703,9464.0,Durham,919-908-9730,Intake,855-875-5812,,http://www.veritascollaborative.com,35.9182248,-78.8409187,MH,1,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,,,1.0,1,1.0,,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,1,,,1.0,,,,1.0,1.0,1.0,,,,,1.0,,,1.0,1.0,,,,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,1.0,1.0,1.0,,1.0,1.0,,,,,,1.0,,,,,,,,1.0,,,,,,1.0,1.0,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
M and S Supervised Living LLC,,7311 Friendship Church Road,Suite A ,Browns Summit,NC,27214,,Guilford,336-740-2475,Intake,,336-358-7561,http://,36.2002358,-79.6428201,MH,1,,,1.0,,,,,,,,,,,,,,,,,,,1,,,,,,1.0,1.0,1.0,,1.0,,1.0,,,1.0,1.0,1.0,,,,,,,,,,1.0,,,,,,1.0,,,,1.0,,,1.0,,1,,,,,,,1.0,,,1.0,,,,,,,,1.0,,1.0,,,,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
Family Advantage LLC,,289 Wade Road,,Scotland Neck,NC,27874,,Halifax,252-826-0429,Intake,,252-326-0090,http://www.familyadvantage.net,36.1827271,-77.5569489,MH,1,,1.0,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,,,1,,,,,,,1.0,,1.0,,,1.0,1.0,1.0,,,1.0,,,,1.0,,,,,,1.0,1.0,,,,1.0,,1.0,1.0,1.0,,,1.0,1.0,,1,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,1.0,1.0,1.0,,,1.0,1.0,,1.0,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
Salisbury VA Medical Center,Substance Abuse Residential Rehab,1601 Brenner Avenue,"Unit 4-4, Building 4",Salisbury,NC,28144,,Rowan,704-638-9000 x15501,Intakes,704-638-9000 x13184,704-638-9000 x12544,http://www.salisbury.va.gov/,35.6819923,-80.4903604,MH,1,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,1.0,1,,1.0,1.0,,,1.0,,,,1.0,,,,,,,,,,1.0,1.0,1.0,,,1.0,,,1.0,1.0,,,,,,1.0,,1.0,,1.0,1.0,,1,,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,,1.0,,,1.0,1.0,1.0,,,,,,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,1.0,,,,,,1.0,,1.0,,,,,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
Family Advantage LLC,,3104 Highway 301 North,,Pleasant Hill,NC,27866,,Northampton,252-536-0600,Intake,,252-326-0090,http://www.familyadvantage.net,36.4999088,-77.5424389,MH,1,,1.0,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,,,1,,,,,,,1.0,,1.0,,,1.0,1.0,1.0,,,1.0,,,,1.0,,,,,,1.0,1.0,,,,1.0,,1.0,1.0,1.0,,,1.0,1.0,,1,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,1.0,1.0,1.0,,,1.0,1.0,,1.0,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
New Vision Home,,5004 Glenview Court,,Charlotte,NC,28215,,Mecklenburg,704-281-7261,,,,http://www.dreamsandvisions.net,35.2439309,-80.7684859,MH,1,,1.0,,,,,,,1.0,1.0,1.0,1.0,,1.0,,,,1.0,,,,1,,,,,,,1.0,,1.0,1.0,,1.0,1.0,,,,1.0,,,,1.0,,,,,,1.0,1.0,,,,1.0,,,1.0,1.0,,,1.0,,,1,,,1.0,,,1.0,,1.0,,,,,,,,,,,1.0,,,,,1.0,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
Alexander Youth Network,PRTF,6220 Thermal Road,Suite C,Charlotte,NC,28211,,Mecklenburg,704-366-8712 x1241,Intake,704-362-8470,,http://www.alexanderyouthnetwork.org,35.1581914,-80.7575986,MH,1,,1.0,,,,,,,1.0,1.0,1.0,1.0,1.0,,1.0,,,,,,,1,,,,,,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,1.0,1.0,,,,,,,1.0,1.0,,,1.0,1.0,,1,,1.0,1.0,,1.0,,,1.0,1.0,,1.0,1.0,,,,1.0,,1.0,,,,,,1.0,,,,,,1.0,,1.0,,,,,,,,,,,,,,,1.0,1.0,,,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
Tender Loving Care Homes Inc,DBA NC Brookhaven Behavioral Hlth,2 Walden Ridge Drive,Suite 30,Asheville,NC,28803,,Buncombe,828-676-1657,,,,http://www.NCBrookhaven.com,35.4987821,-82.5228376,MH,1,,,,,,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,,,1,,1.0,,,,1.0,1.0,1.0,,1.0,1.0,,,,,,,,,,1.0,,,,,,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,1.0,,1.0,1.0,,1,1.0,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,1.0,1.0,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caiyalynn Burrell Child Crisis Center,Child Crisis Center,277 Biltmore,,Asheville,NC,28801,,Buncombe,877-277-8873,,,,http://daymarkrecovery.org,35.585364,-82.551804,MH,1,,1.0,,,,,,,1.0,,1.0,,,1.0,1.0,,1.0,1.0,,,,1,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,1.0,1.0,,,1.0,,1.0,1.0,,,,,,,1.0,1.0,,,1.0,,,1,,,1.0,,1.0,1.0,,,,,,,,1.0,1.0,,1.0,1.0,,,,1.0,,1.0,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,1.0,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
Compass Health,Jennings Senior Care Hospital,1 Hospital Drive,Suite 201,Jennings,LA,70546,,Jefferson Davis,337-824-1558,,,,http://www.compasshealthcare.com,30.2407134,-92.6618605,MH,1,1.0,,,,,,,,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,,,,1.0,1,1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,1,,,1.0,,,,1.0,1.0,,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,,1.0,,,,1.0,1.0,1.0,1.0,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
Reflections Behavioral Health,Discovery House Residential Program,212 Medical Drive,,Natchitoches,LA,71457,,Natchitoches,318-238-3696,,,,http://www.nrmchospital.org,31.7547262,-93.0751994,MH,1,,,,,1.0,,,,1.0,1.0,1.0,1.0,1.0,,,,1.0,,,,,1,1.0,1.0,,,,1.0,1.0,1.0,,1.0,,,,,,,,,,,1.0,1.0,,,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,,,1,,,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,,,1.0,1.0,,1.0,,,1.0,,1.0,,,1.0,1.0,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,1.0,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,
New Haven RTC,,2172 East 7200 South,,Spanish Fork,UT,84660,,Utah,801-794-1218,Intake,855-631-3262,,http://www.newhavenrtc.com,40.1004217,-111.6027715,MH,1,,1.0,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,,1,,,,,,1.0,,,,1.0,,,,,1.0,,,,,,,,,,,,1.0,1.0,,,,,,,1.0,,,,1.0,,,1,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,1.0,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
New Haven RTC,,228 West 400 North,,Saratoga Springs,UT,84045,,Utah,801-423-5342,Intake,855-631-3262,,http://www.newhavenrtc.com,40.3693480334736,-111.922645568902,MH,1,,1.0,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,,1,,,,,,1.0,,,,1.0,,,,,1.0,,,,,,,,,,,,1.0,1.0,,,,,,,1.0,,,,1.0,,,1,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,1.0,,,,,1.0,,,1.0,,,,1.0,,,,,,,,,,,,1.0,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
Gateway Academy LLC,,11706 South 700 East,,Draper,UT,84020,,Salt Lake,801-523-3479,,,,http://www.gatewayacademy.net,40.539233,-111.872369,MH,1,,1.0,,,,,,,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,,,,1,1.0,1.0,,,,1.0,,,,1.0,,,,,1.0,,,,,,1.0,,,,,,,1.0,,,1.0,,,,1.0,,,,1.0,,,1,1.0,,,,1.0,,,1.0,1.0,1.0,,,,,,1.0,1.0,1.0,,,,,,1.0,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
Renewed Hope Ranch,,425 East 6000 North,,Cedar City,UT,84721,,Iron,435-531-0040,Intake,435-691-4318,,http://www.renewedhoperanch.com/,37.7881255,-113.0576961,MH,1,,1.0,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,,1,1.0,1.0,,,,1.0,,,1.0,1.0,,1.0,,,1.0,,1.0,,,,1.0,,,,,,1.0,1.0,,,1.0,,,,1.0,1.0,,,1.0,,,1,,,1.0,,,,,1.0,1.0,,,,,,,,1.0,1.0,,,,1.0,,1.0,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
Avalon Hills,Adolescent,175 East 100 North,,Paradise,UT,84328,,Cache,435-938-6060,Intake,,435-938-6001,http://www.avalonhills.org,41.5672998,-111.8300269,MH,1,,1.0,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,,1,1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,1,,,,,,,1.0,1.0,1.0,,,1.0,,,1.0,1.0,1.0,1.0,,,,1.0,,1.0,,,,,1.0,,,1.0,,,,,,,,,,,,,1.0,,1.0,1.0,,,1.0,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
Avalon Hills,Adult,550 West Mount Pisgah Road,,Paradise,UT,84328,,Cache,435-938-6080,Intake,435-938-6060,,http://www.avalonhills.org,41.5766953,-111.8514536,MH,1,,,1.0,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,,1,1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,1.0,,,,,,1.0,,1.0,,1.0,,,,1.0,1,,,,,,,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,,,1.0,1.0,1.0,,1.0,,,1.0,,,,,,,,,,,,,1.0,,1.0,1.0,,,1.0,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,
